'bi'kang'de 鼻康德
'he'ben'shang 盖体汤
'dan'gui'huo'xue'jiu 丹桂活血酒
'zhen'yi'wa'ju'su 针依瓦菊素
'jing'san'leng'san 京三棱散
'shan'jiu'cai 山韭菜
'a'er'fa'ya'ma'suan'ruan'jiao'nang 阿尔法亚麻酸软胶囊
'xiang'ke'san 香壳散
'xiang'qiao'san 香壳散
'lang'chi 狼齿
'si'bang'de 司邦得
'si'bang'dei 司邦得
'chuan'qiong'cha'tiao'san 川穹茶调散
'chuan'qiong'cha'diao'san 川穹茶调散
'wei'de'kang'pian 胃得康片
'wei'dei'kang'pian 胃得康片
'ba'jiao 巴椒
'kang'gu'lao 糠谷老
'kang'yu'lao 糠谷老
'dan'tiao'cao 单条草
'ning'kun'wan 宁坤丸
'tao'ren'wan 桃仁丸
'er'xian'yin 二鲜饮
'qing'long'yin 青龙饮
'meng'zi'mu'lan 蒙自木蓝
'da'chu'fang 大畜方
'da'xu'fang 大畜方
'dai'chu'fang 大畜方
'tai'chu'fang 大畜方
'dai'xu'fang 大畜方
'tai'xu'fang 大畜方
'zhu'li'yin'zi 竹沥饮子
'che'qian'tang 车前汤
'che'qian'shang 车前汤
'tong'yu'jian 通瘀煎
'an'shen'hua'tan'tang 安神化痰汤
'an'shen'hua'tan'shang 安神化痰汤
'kuo'ye'chui'tou'ju 阔叶垂头菊
'er'wu'wan 二乌丸
'mo'fu'liao'fa 摩腹疗法
'ma'fu'liao'fa 摩腹疗法
'zhu'she'yong'yan'suan'lin'ke'mei'su 注射用盐酸林可霉素
'lv'nuo'xi'kang'pian 氯诺昔康片
'chan'tui'gao 蝉蜕膏
'long'sheng'zhi'jiao'nang 龙生蛭胶囊
'jia'jian'wu'zhu'yu'tang 加减吴茱萸汤
'jia'jian'wu'zhu'yu'shang 加减吴茱萸汤
'ye'ya'chun'ye 野鸦椿叶
'ye'ya'chun'xie 野鸦椿叶
'yi'mao'zi'yun'cai 异毛紫云菜
'liu'zhu 流注
'gong'lao'ye 功劳叶
'gong'lao'xie 功劳叶
'rou'guo'cao 肉果草
'zhu'she'yong'pen'ti'suan'gai'na 注射用喷替酸钙钠
'zhu'li'hua'tan'wan 竹沥化痰丸
'shen'xu'tou'tong 肾虚头痛
'hong'san'zi 红散子
'gong'san'zi 红散子
'dian'yan'long'nao'jian 点眼龙脑煎
'cheng'chui'jiu 秤锤酒
'chai'yin'ke'li 柴银颗粒
'xin'jia'xiang'ru'cha 新加香薷茶
'jia'wei'ji'shu'wan 加味积术丸
'jia'wei'ji'zhu'wan 加味积术丸
'bu'yuan'san 补元散
'ai'ye'shu'dai'jue 矮叶书带蕨
'ai'xie'shu'dai'jue 矮叶书带蕨
'xi'tian'ma 细天麻
'nv'xing'kang'jun'xi'ye 女性抗菌洗液
'xue'guan'zao'ying'ji 血管造影剂
'gu'shen'an'tai'wan 固肾安胎丸
'an'bian'xi'lin'bing'huang'shu'ke'li 氨苄西林丙磺舒颗粒
'qi'ye'deng'tai'lian 七叶灯台莲
'jia'jian'dang'gui'bu'xue'tang 加减当归补血汤
'jia'jian'dang'gui'bu'xue'shang 加减当归补血汤
'can'lu'fu'zheng'jiao'nang 参鹿扶正胶囊
'shen'lu'fu'zheng'jiao'nang 参鹿扶正胶囊
'cen'lu'fu'zheng'jiao'nang 参鹿扶正胶囊
'san'lu'fu'zheng'jiao'nang 参鹿扶正胶囊
'da'ye'gu'sui'bu 大叶骨碎补
'wei'mei'su'pian 维酶素片
'xiao'ben'di'ping'pian 硝苯地平片
'cui'mian'yao'wu 催眠药物
'fu'yan'san 赴晏散
'huo'xie'yu'jie'zheng 火邪郁结证
'huo'xu'yu'jie'zheng 火邪郁结证
'huo'ya'yu'jie'zheng 火邪郁结证
'huo'ye'yu'jie'zheng 火邪郁结证
'huo'yu'yu'jie'zheng 火邪郁结证
'shan'yu'tou 鳝鱼头
'ze'kang'xi'ji 泽康洗剂
'shi'kang'xi'ji 泽康洗剂
'gui'fu'er'chen'tang 桂附二陈汤
'liu'qi'dao'zhi'wan 流气导滞丸
'zi'shen'shu'gan'yin 滋肾疏肝饮
'duan'zhi'liu'dao'mu 短枝六道木
'duan'qi'liu'dao'mu 短枝六道木
'yang'xin'hua'tan'wan 养心化痰丸
'hong'se'zheng'jin'ruan'gao 红色正金软膏
'qing'zhou'bai'wan 青州白丸
'han'zhi'chang'wei'zheng 寒滞肠胃证
'yin'du'chan'yi'rui'sha 印度产易瑞沙
'tong'yu'xiao'yan'tang 通瘀消炎汤
'tong'yu'xiao'yan'shang 通瘀消炎汤
'yin'yang'bing'jie 阴阳并竭
'qing'jin'jiang'huo'tang 清金降火汤
'qing'jin'jiang'huo'shang 清金降火汤
'zhu'she'yong'niu'fei'biao'mian'huo'xing'ji 注射用牛肺表面活性剂
'san'guo'tang'kou'fu'ye 三果汤口服液
'jing'gu'nu 粳谷奴
'jing'yu'nu 粳谷奴
'jing'shui'gao 净水膏
'fan'shi'tang 矾石汤
'fan'shi'shang 矾石汤
'mai'wei'di'huang'wan'nong'suo'wan 麦味地黄丸浓缩丸
'liu'suan'qing'lv'bi'luo'lei 硫酸氢氯吡咯雷
'liu'suan'qing'lv'bi'ge'lei 硫酸氢氯吡咯雷
'man'yue'mei 蔓越莓
'nei'shang'fa're 内伤发热
'ke'fu'le 可福乐
'ke'fu'yue 可福乐
'ke'fu'lao 可福乐
'can'hong'qu'yu'san'jie'jiao'nang 参红祛瘀散结胶囊
'shen'hong'qu'yu'san'jie'jiao'nang 参红祛瘀散结胶囊
'cen'hong'qu'yu'san'jie'jiao'nang 参红祛瘀散结胶囊
'san'hong'qu'yu'san'jie'jiao'nang 参红祛瘀散结胶囊
'can'gong'qu'yu'san'jie'jiao'nang 参红祛瘀散结胶囊
'shen'gong'qu'yu'san'jie'jiao'nang 参红祛瘀散结胶囊
'cen'gong'qu'yu'san'jie'jiao'nang 参红祛瘀散结胶囊
'san'gong'qu'yu'san'jie'jiao'nang 参红祛瘀散结胶囊
'bao'yang'ye 保养液
'bing'lang'si'xiao'da'mi'wan 槟榔四消大蜜丸
'zhu'she'yong'san'lin'suan'xian'gan'fu'mei'yi'dao'su 注射用三磷酸腺苷辅酶胰岛素
'xiao'bian'bu'tong 小便不通
'gua'lou'zi'san 瓜蒌子散
'an'niao'tong 安尿通
'an'sui'tong 安尿通
'suo'he'pu'tao'tang'lv'hua'na'zhu'she'ye 缩合葡萄糖氯化钠注射液
'xin'ji'shi'mian 心悸失眠
'shu'jin'huo'luo'jiu 舒筋活络酒
'wu'lin 五淋
'an'gong'zhi'xue'ke'li 安宫止血颗粒
'si'yu'yang'xue'yi'shen'ke'li 丝萸养血益肾颗粒
'wa'na'qi'yuan 腽肭脐圆
'bu'xue'dang'gui'tang 补血当归汤
'bu'xue'dang'gui'shang 补血当归汤
'yu'zhi'zi'yuan 预知子圆
'shou'zhu'san 收珠散
'han'shui 寒水
'zhi'xue'bao'jiao'nang 止血宝胶囊
'qi'yi'tang 芪苡汤
'qi'yi'shang 芪苡汤
'zhi'xie'bao'tong'chong'ji 止泻保童冲剂
'feng're'ting'liu'zheng 风热停留证
'zhi'he 枳鹤
'zhu'she'yong'yan'suan'ti'luo'fei'ban 注射用盐酸替罗非班
'zheng'hong'hua'you 正红花油
'qian'bai'er'jin'yin'hua'yi'sheng'jun'chong'ji 千拜儿金银花益生菌冲剂
'jian'er'xiao'shi'kou'fu'ye 健儿消食口服液
'niu'teng 牛藤
'gu'wei'huo'luo'ding 古威活络酊
'xiang'zao'fen 香皂粉
'wu'zi'yan'zong'wan'da'mi'wan 五子衍宗丸大蜜丸
'ye'zi'jiang 椰子浆
'qi'xue'shi'tiao'zheng 气血失调证
'er'tong'hua'du'san 儿童化毒散
'er'tong'hua'dai'san 儿童化毒散
'yun'mu 云母
'qi'feng'san 奇风散
'ji'feng'san 奇风散
'yu'yao'shi 玉钥匙
'yu'yao'chi 玉钥匙
'shui'yang'mu'bai'pi 水杨木白皮
'bu'yin'jiang'huo'tang 补阴降火汤
'bu'yin'jiang'huo'shang 补阴降火汤
'run'fei'jiang'qi'tang 润肺降气汤
'run'fei'jiang'qi'shang 润肺降气汤
'xuan'hu'suo'tang 玄胡索汤
'xuan'hu'suo'shang 玄胡索汤
'zao'can'an'shen'jiao'nang 枣参安神胶囊
'zao'shen'an'shen'jiao'nang 枣参安神胶囊
'zao'cen'an'shen'jiao'nang 枣参安神胶囊
'zao'san'an'shen'jiao'nang 枣参安神胶囊
'ju'pi'zhu'ru'zhou 橘皮竹茹粥
'ju'pi'zhu'ru'yu 橘皮竹茹粥
'jin'si'feng'wei'cao 金丝凤尾草
'ben'tun'fu'ling'tang 奔豚茯苓汤
'ben'tun'fu'ling'shang 奔豚茯苓汤
'huang'qi'jian 黄耆煎
'wu'hu'zhui'feng'san 五虎追风散
'ba'leng'ma 八楞麻
'zhi'zhu'xiang'yao'cai 蜘蛛香药材
'sun'bi'yi'ji 损彼益己
'huo'du'kun'jie'zheng 火毒困结证
'qi'xu'yang'wei'zheng 气虚阳微证
'shang'qing'bai'fu'zi'wan 上清白附子丸
'shen'qi'xu'zheng 肾气虚证
'du'zhang'fa'han'qing'san 度瘴发汗青散
'duo'zhang'fa'han'qing'san 度瘴发汗青散
'ru'yi'pian 如意片
'zhi'ke'zhu'ru'zhou 枳壳竹茹粥
'zhi'ke'zhu'ru'yu 枳壳竹茹粥
'ji'gan'tui'huang'jiao'nang 急肝退黄胶囊
'hu'gu'yi'ren'jiu 虎骨苡仁酒
'tian'qiao'mai'gen 天荞麦根
'xin'xia'pi 心下痞
'yi'yong'shi'hui 医用石灰
'chi'cha'mou 赤查某
'chi'zha'mou 赤查某
'xian'ren'qiu'du'jian 仙人球毒碱
'xian'ren'qiu'dai'jian 仙人球毒碱
'ban'xia'fu'ling'tang 半夏茯苓汤
'ban'xia'fu'ling'shang 半夏茯苓汤
'ci'gu'tang 慈姑汤
'ci'gu'shang 慈姑汤
'zi'bai'yin 紫白饮
'shen'nong'ben'cao'jing 神农本草经
'ju'he'wan 橘核丸
'ju'hu'wan 橘核丸
'sang'dan'xie'bai'tang 桑丹泻白汤
'zao'suo'guo'bing 枣缩果病
'zao'su'guo'bing 枣缩果病
'tang'bi'ping 糖必平
'fu'yuan 复原
'chuan'da'huang'san 川大黄散
'ku'zhi'yao 枯痔药
'yang'fu'sha'xing'ruan'gao 氧氟沙星软膏
'jin'ju'gen 金橘根
'jin'ju'he 金橘核
'jin'ju'hu 金橘核
'da'fu'ling'wan 大茯苓丸
'dai'fu'ling'wan 大茯苓丸
'tai'fu'ling'wan 大茯苓丸
'shui'dou'ban 水豆瓣
'dao'qi'chu'shi'tang 导气除湿汤
'dao'qi'chu'shi'shang 导气除湿汤
'an'a'ding'zhu'she'ye 安吖啶注射液
'an'ya'ding'zhu'she'ye 安吖啶注射液
'ru'sheng'dan 如圣丹
'zhu'shen'san 煮肾散
'song'bi'tou 松笔头
'dong'shi'xi'xu'xie'nan'bu'bei'tang 东实西虚泻南补北汤
'dong'shi'xi'xu'xie'na'bu'bei'tang 东实西虚泻南补北汤
'dong'shi'xi'xu'xie'nan'bu'bei'shang 东实西虚泻南补北汤
'dong'shi'xi'xu'xie'na'bu'bei'shang 东实西虚泻南补北汤
'mi'chuan'xun'xi'fang 秘传熏洗方
'cu'suan'jia'di'yun'tong'ruan'jiao'nang 醋酸甲地孕酮软胶囊
'jia'huang'suan'yi'ma'ti'ni'jiao'nang 甲磺酸伊马替尼胶囊
'yu'yi'jiu 玉益酒
'gu'se'yao 固涩药
'fu'fang'gan'cao'xi'xin'tang 复方甘草细辛汤
'fu'fang'gan'cao'xi'xin'shang 复方甘草细辛汤
'niao'gan'ning'ke'li 尿感宁颗粒
'sui'gan'ning'ke'li 尿感宁颗粒
'yi'duo'yun'ye 一朵云叶
'yi'duo'yun'xie 一朵云叶
'xing'xiang'quan'xie'san 星香全蝎散
'xiao'er'qing'fei'hua'tan'kou'fu'ye 小儿清肺化痰口服液
'bai'hua'jian 百花煎
'bu'yi'qi'yuan'jiu 补益杞圆酒
'zhen'ni'tang 镇逆汤
'zhen'ni'shang 镇逆汤
'shu'tong'an'tu'mo'ji 疏痛安涂膜剂
'bai'he'kang'da'dou'luan'lin'zhi'ruan'jiao'nang 百合康大豆卵磷脂软胶囊
'hu'biao'ji'rou'zhi'tong'gao 虎标肌肉止痛膏
'huo'jia'xiang'sha'qi'zhi'shi 或加香砂气滞使
'qian'li'ji 千里及
'qu'feng'liang'xue'tang 祛风凉血汤
'qu'feng'liang'xue'shang 祛风凉血汤
'yi'niao'san 遗尿散
'juan'chuang'san 卷疮散
'dian'bai'zhu 滇白珠
'hai'niu 海牛
'sai'bi'gan'sui'san 塞鼻甘遂散
'se'bi'gan'sui'san 塞鼻甘遂散
'bian'fu'sai'qin'pian 苄氟噻嗪片
'zhi'ju 枳椇
'wei'fen'zheng 卫分证
'lv'lei'ta'ding'fen'san'pian 氯雷他定分散片
'ba'xian'dan 八仙丹
'jie'chuang'ling 疥疮灵
'hai'she 海蛇
'qing'feng'san 青凤散
'dian'jiang'san'qi 滇姜三七
'zhui'feng'tou'gu'pian 追风透骨片
'qi'ji'ni'luan'zu'se'qing'qiao'zheng 气机逆乱阻塞清窍证
'qi'ji'ni'luan'zu'sai'qing'qiao'zheng 气机逆乱阻塞清窍证
'wei'tong'wan 胃痛丸
'zhi'xue'ding'tong'san 止血定痛散
'hai'zhe 海蛰
'jiang'nan'di'bu'rong 江南地不容
'san'sheng'yi'yuan'san 三生益元散
'qing're'qu'shi'ke'li 清热祛湿颗粒
'yao'gu'teng 腰骨藤
'chan'hou'fu'tong 产后腹痛
'shi'tan 石炭
'ji'yin'cheng'qi'tang 济阴承气汤
'lian'ben'shuang'zhi'di'wan 联苯双酯滴丸
'lv'lin'suan'er'na'pian 氯膦酸二钠片
'xu'gu 续骨
'duan'e'feng'dou'cao 短萼蜂斗草
'zhu'she'yong'an'bian'xi'lin'na'lv'zuo'xi'lin'na 注射用氨苄西林钠氯唑西林钠
'gu'bi'tong'wai'fu'san 骨痹痛外敷散
'tian'huang'can'xiao'ke'kou'fu'ye 天黄参消渴口服液
'tian'huang'shen'xiao'ke'kou'fu'ye 天黄参消渴口服液
'tian'huang'cen'xiao'ke'kou'fu'ye 天黄参消渴口服液
'tian'huang'san'xiao'ke'kou'fu'ye 天黄参消渴口服液
'gui'dian'deng 鬼点灯
'si'jin'yuan 四斤圆
'duan'xian'huai 短线槐
'xin'shu'wan 心舒丸
'an'shen'bu'xin'tang 安神补心汤
'an'shen'bu'xin'shang 安神补心汤
'ge'gen'bai'hu'tang 葛根白虎汤
'qian'yang'ti'jia 黔羊蹄甲
'tu'jing'pi 土荆皮
'ji'ci 棘刺
'ba'te'ri'qi'wei'wan 巴特日七味丸
'liu'huang'wan 硫黄丸
'shi're'yong'e 湿热壅遏
'mao'zi'jue 毛子蕨
'tong'li'gong'xia 通里攻下
'xiao'xiao'feng'san 小消风散
'bai'ke'jing 百咳静
'bai'hai'jing 百咳静
'jing'he'san 荆荷散
'yi'dao'ning 怡岛宁
'xiao'zhu'che'yuan 小驻车圆
'du'xiao'gan'qing'wan 毒消肝清丸
'dai'xiao'gan'qing'wan 毒消肝清丸
'ma'huang'dou'kou'wan 麻黄豆蔻丸
'xiong'gu 熊骨
'yu'feng'ning'xin'jiao'nang 愈风宁心胶囊
'qing'li'li'hua'tang 清利理化汤
'qing'li'li'hua'shang 清利理化汤
'xiang'ban'san 香瓣散
'mu'fu'rong'ye 木芙蓉叶
'mu'fu'rong'xie 木芙蓉叶
'jin'hua'tang 金花汤
'jin'hua'shang 金花汤
'jiu'kong'luo 九孔螺
'jia'wei'jian'bu'hu'qian'wan 加味健步虎潜丸
'ai'cu'tang 艾醋汤
'yi'cu'tang 艾醋汤
'ai'cu'shang 艾醋汤
'yi'cu'shang 艾醋汤
'lei'feng'guan 类风关
'she'qi'mang'ci 舌起芒刺
'an'dong'san 安东散
'chuan'man 喘满
'ke'te'ling'ke'li 咳特灵颗粒
'yan'suan'xiao'xuan'shan'lang'dang'jian'zhu'she'ye 盐酸消旋山莨菪碱注射液
'zi'hua'jie'zi 紫花芥子
'ren'shen'jing'ye'zao'gan 人参茎叶皂苷
'mei'xin'zuo'tong'shuan 美辛唑酮栓
'gu'ben'fu'yuan'tang 固本复元汤
'gu'ben'fu'yuan'shang 固本复元汤
'han'xiu'cao 含羞草
'ya'hu'gao 雅护膏
'fu'fen'na'suan'jiao'nang 氟芬那酸胶囊
'fu'fen'ne'suan'jiao'nang 氟芬那酸胶囊
'fu'fen'nei'suan'jiao'nang 氟芬那酸胶囊
'jing'jie'cha 荆芥茶
'hou'ye'zi'shu 厚叶子树
'ban'di'lian 伴地莲
'ban'de'lian 伴地莲
'da'jin'dan 大金丹
'di'wang'zhi'xue'san 地王止血散
'fu'fang'yi'mu'pian 复方益母片
'ping'shui'wan 平水丸
'zhi'zi'hua'gen 栀子花根
'da'sheng'wan 大生丸
'dai'sheng'wan 大生丸
'tai'sheng'wan 大生丸
'zhi'tuo 纸托
'jue'yin'shang're'xia'han'yin'xu'zheng 厥阴上热下寒阴虚证
'xin'ning'jiao'nang 心宁胶囊
'shu'gan'li'pi'yu'yang'tang 疏肝理脾愈疡汤
'shu'gan'li'pi'yu'yang'shang 疏肝理脾愈疡汤
'dong'kui'zi'san 冬葵子散
'pu'fu 匍伏
'bai'du'qing'liang'yin 败毒清凉饮
'huo'xiang'ren'shen'tang 藿香人参汤
'hei'dan'tang 黑疸汤
'hei'dan'shang 黑疸汤
'jin'suo'gu'jing'mi'wan 金锁固精蜜丸
'ren'shen'yang'wei'tang 人参养卫汤
'ren'shen'yang'wei'shang 人参养卫汤
'gu'shan'san 故扇散
'qing'wan'zi'fan'tong'san 青丸子返童散
'qing'si'xian 青丝线
'xiang'you 香鼬
'qin'jiao 秦艽
'yin'beng'gu'jing'wan 阴崩固经丸
'gui'mo'tang 归沫汤
'gui'mo'shang 归沫汤
'you'cong 油葱
'zhong'hua'rong'lan 中华荣兰
'bai'hu'jiao 白胡椒
'qing'zi'yin 青紫饮
'yan'dou'gen 岩豆根
'lv'dai'shi'liu'wan'ji'bi'ding 氯代十六烷基吡啶
'jin'wa'er'gen 金挖耳根
'fu'fang'zhi'jin'gan'ke'li 复方制金柑颗粒
'dang'shen'pian 党参片
'chen'xiang'chen'qu'wan 沉香陈曲丸
'er'di'tang 二地汤
'er'de'tang 二地汤
'er'di'shang 二地汤
'er'de'shang 二地汤
'yi'jia 伊甲
'niu'teng'guo 牛藤果
'yun'nan'hua'fen'pian 云南花粉片
'huang'qin'liu'yi'wan 黄芩六一丸
'hai'tong'pi'xi'ji 海桐皮洗剂
'er'tian'tong'bu'dan 二天同补丹
'sheng'mai'zhu'she'ye 生脉注射液
'sheng'mo'zhu'she'ye 生脉注射液
'duan'qi'er'ke 短气而咳
'duan'qi'er'hai 短气而咳
'jin'gou'diao'shi'wan 金钩钓食丸
'jin'gou'diao'si'wan 金钩钓食丸
'jin'gou'diao'yi'wan 金钩钓食丸
'wei'chang'an'wan 胃肠安丸
'jian'nao'ling 健脑灵
'du'jue'qi 独蕨萁
'shen'shu'ke'li 肾舒颗粒
'gui'zhou'luo'di'jin'qian 贵州落地金钱
'wei'ling'gu'ci'gao 威灵骨刺膏
'xiang'shi'teng'guo 香石藤果
'xiang'dan'teng'guo 香石藤果
'she'xiang'tou'du'san 麝香透毒散
'she'xiang'tou'dai'san 麝香透毒散
'ge'lie'bi'qin'kong'shi'pian 格列吡嗪控释片
'chu'shi'qing're'san 除湿清热散
'san'huang'fen 三黄粉
'shan'you'ma 山油麻
'chen'xiang'li'qi'wan 沉香利气丸
'yang'xue'tang 养血汤
'yang'xue'shang 养血汤
'yao'du 药都
'sang'pi'zhi 桑皮汁
'jing'tian'qu'ban'pian 景天祛斑片
'mi'li'zi'wan 蜜栗子丸
'yi'gan'feng'xie 易感风邪
'zhu'yang'he'xue'bu'qi'tang 助阳和血补气汤
'zhu'yang'he'xue'bu'qi'shang 助阳和血补气汤
'ling'li'jia'tang 鲮鲤甲汤
'ling'li'jia'shang 鲮鲤甲汤
'sheng'gu'you 省沽油
'xing'gu'you 省沽油
'qi'shuang 起霜
'chang'shou'gao 长寿膏
'du'fu'lin 毒氟磷
'dai'fu'lin 毒氟磷
'mi'fang'hua'zhi'wan 秘方化滞丸
'gang'men'zhuo're 肛门灼热
'shi'zhi'ru'qu'bing 视直如曲病
'fu'huang'an'cao'mi'yuan'yao 氟磺胺草醚原药
'sheng'hang'shao 生杭芍
'rang'zhong 嚷肿
'chuan'wu'jiu 川乌酒
'she'pu'tao'gen 蛇葡萄根
'yi'pu'tao'gen 蛇葡萄根
'ran'ran'cao 苒苒草
'li'pi'que'xian'san 理脾却涎散
'bai'mi'jiu'fang 白蜜酒方
'wu'shen'san 五神散
'zhi'sheng'san 至圣散
'shuang'can 双参
'shuang'shen 双参
'shuang'cen 双参
'shuang'san 双参
'gu'jin'lu'yan'fang 古今录验方
'ju'ying'cai 苣英菜
'qu'ying'cai 苣英菜
'guan'fang'feng 关防风
'te'zhi'gou'pi'gao 特制狗皮膏
'qu'zhi'bing 取痣饼
'ji'gui'shao'zhi'tang 及桂芍脂汤
'ji'gui'shao'zhi'shang 及桂芍脂汤
'dan'xiong'tong'mai'ke'li 丹芎通脉颗粒
'gua'lou'xie'bai'ban'xia'tang 栝楼薤白半夏汤
'gua'lou'xie'bai'ban'xia'shang 栝楼薤白半夏汤
'fei'li'ke'jiao'nang 肺力咳胶囊
'fei'li'hai'jiao'nang 肺力咳胶囊
'hua'zheng'wan 化症丸
'qing'zang'long'dan 青藏龙胆
'gan'sui'san 甘遂散
'gan'cao 甘草
'ha'ba'gan 哈巴苷
'yan'fu'zi 盐肤子
'tiao'zhong'kuai'ban'tang 调中快斑汤
'diao'zhong'kuai'ban'tang 调中快斑汤
'tiao'zhong'kuai'ban'shang 调中快斑汤
'diao'zhong'kuai'ban'shang 调中快斑汤
'jin'qian'cao'hu'zhang'cha 金钱草虎杖茶
'shui'jin'dan 水金丹
'bo'gu'dan 驳骨丹
'qiang'ben'huang'suan'gai'ke'li 羟苯磺酸钙颗粒
'shuang'que'shi'tan'zhi 双炔失碳酯
'shuang'gui'shi'tan'zhi 双炔失碳酯
'hou'pu'pai'qi'he'ji 厚朴排气合剂
'kan'shui'tang 坎水汤
'kan'shui'shang 坎水汤
'liu'shen'tang 六神汤
'liu'shen'shang 六神汤
'liang'fei'tang 凉肺汤
'liang'fei'shang 凉肺汤
'fu'fang'zhen'zhu'kou'chuang'ke'li 复方珍珠口疮颗粒
'fei're'ke'chuan'ke'li 肺热咳喘颗粒
'ling'zhi 灵芝
'bing'liu'yang'mi'ding'pian 丙硫氧嘧啶片
'bao'long'wan 抱龙丸
'hei'hua'she 黑花蛇
'hei'hua'yi 黑花蛇
'ge'hong'jiao'qi'shui 葛洪脚气水
'dan'yu'gu'kang'wan 丹郁骨康丸
'jue'tuo'bing 厥脱病
'e'mei'er'jue 峨眉耳蕨
'duan'mu'li 煅牡蛎
'lu'tai'leng'xiang'wan 鹿胎冷香丸
'lian'zao'mai'dou'tang 莲枣麦豆汤
'shan'you'gan'guo'shi 山油柑果实
'ji'cao 荠草
'qi'cao 荠草
'san'jiao'ke'li 三胶颗粒
'wei'qi'xu'bai'zheng 胃气虚败证
'gua'lou'zhi'ke'tang 瓜蒌枳壳汤
'gua'lou'zhi'ke'shang 瓜蒌枳壳汤
'ding'xiang'zhi 丁香枝
'ding'xiang'qi 丁香枝
'gan'pi'jiu 柑皮酒
'xiao'zhi'jian'shen'yin 消脂健身饮
'han're'bi'ke'li 寒热痹颗粒
'bai'shi'zhi'wan 白石脂丸
'tian'kui'zi 天葵子
'kong'dan'dan 控诞丹
'ju'bao'yi 驹胞衣
'xia'ru'yong'quan'san 下乳涌泉散
'jiu'chan'yi'mu'wan 救产益母丸
'mao'ye'ba'dou'shu 毛叶巴豆树
'mao'xie'ba'dou'shu 毛叶巴豆树
'po'gu'wan 破故丸
'cong'bai'qi'wei'yin 葱白七味饮
'lian'chuang'bing 臁疮病
'pu'li'an'tang'jiao'nang 葡力氨糖胶囊
'mai'fan'shi'lv'liao 麦饭石滤料
'ju'chen'pi'yin'zi 橘陈皮饮子
'bi'yun'san 碧云散
'tu'zi'mao 兔子毛
'shen'qi'gan'kang'jiao'nang 参芪肝康胶囊
'tong'luo'yi'qi'dan 通络益气丹
'bi'yuan'tong'qiao'ke'li 鼻渊通窍颗粒
'miao'fa'nei'gong'bing'wai'rang 妙法内攻并外攘
'zhen'ni'bai'hu'tang 镇逆白虎汤
'qian'hu'mu'xiang'zhu'san 前胡木香煮散
'ha'ma'you 哈蟆油
'ha'mo'you 哈蟆油
'jin'zao'hua'tan'wan 金枣化痰丸
'huang'an'cai 黄鹌菜
'tan'yu'zu'luo 痰瘀阻络
'tan'yu'zu'lao 痰瘀阻络
'dian'qing'yin 靛青饮
'chou'bao'wan 丑宝丸
'jia'jian'su'zi'jiang'qi'tang 加减苏子降气汤
'jia'jian'su'zi'jiang'qi'shang 加减苏子降气汤
'ma'gui'gan'mao'wan 麻桂感冒丸
'jin'zhen'cai'cha 金针菜茶
'zhu'tou'san 猪头散
'gua'lou'pi'zhu'she'ye 瓜蒌皮注射液
'huang'dan'shu 黄疸树
'fu'fang'lv'bing'na'lin'yu'xing'cao'su'na'pian 复方氯丙那林鱼腥草素钠片
'fu'fang'lv'bing'ne'lin'yu'xing'cao'su'na'pian 复方氯丙那林鱼腥草素钠片
'fu'fang'lv'bing'nei'lin'yu'xing'cao'su'na'pian 复方氯丙那林鱼腥草素钠片
'hei'feng'san'gen 黑风散根
'ren'shen'bei'qi'pian 人参北芪片
'huo'yu'si'wu'tang 活瘀四物汤
'e'ni 呃逆
'zi'bei'long'ya 紫背龙牙
'shui'ying'wan 睡应丸
'ju'lian'tang 菊连汤
'ju'lian'shang 菊连汤
'zi'ran'mian'yi 自然免疫
'cui'yun'san 翠云散
'zha'chong'shi'san'wei'wan 扎冲十三味丸
'za'chong'shi'san'wei'wan 扎冲十三味丸
'ji'jiu'hui'sheng'dan 急救回生丹
'zhi'shi'yun'fang 枳实熨方
'zhi'shi'yu'fang 枳实熨方
'wu'mei'hong'tang'shui 乌梅红糖水
'ya'jiao'huang'lian 鸭脚黄连
'shu'xin'jiang'zhi'pian 舒心降脂片
'zhi'sou'qing'guo'wan 止嗽青果丸
'qing'wei'huang'lian'pian 清胃黄连片
'dan'xiao'suan'yi'shan'li'zhi'fen'san'pian 单硝酸异山梨酯分散片
'shan'xiao'suan'yi'shan'li'zhi'fen'san'pian 单硝酸异山梨酯分散片
'chan'xiao'suan'yi'shan'li'zhi'fen'san'pian 单硝酸异山梨酯分散片
'huang'hua'wa'song 黄花瓦松
'chen'xiang'xiao'ji'wan 沉香消积丸
'mi'wen'bo'zhi 密纹薄芝
'mi'wen'bao'zhi 密纹薄芝
'tie'fu'wan 铁服丸
'ming'mu'ye'guang'wan 明目夜光丸
'she'xiang'zheng'gu'ding 麝香正骨酊
'qi'zhi'xiong'ge'zheng 气滞胸膈证
'huang'wei'shu 黄薇属
'huang'wei'zhu 黄薇属
'huai'mu 淮木
'qing'ying'tui'zhong'gao 清营退肿膏
'ding'li 丁蛎
'zheng'li 丁蛎
'wu'zei'gu'duan 乌贼骨煅
'chan'su'ding 蟾酥锭
'wu'dou'tang 乌豆汤
'wu'dou'shang 乌豆汤
'huang'dan'jiao'nang 黄丹胶囊
'chao'xian'lai'mu'zhi 朝鲜梾木枝
'chao'xian'lai'mu'qi 朝鲜梾木枝
'zhu'ling'ji 猪苓激
'huang'lian'di'huang'tang 黄连地黄汤
